,Variable1,Variable2,ADF Statistic
420,Group_0_Coint_4,Group_0_Coint_5,-1.4686223116803203
421,Group_0_Coint_5,Group_0_Coint_4,-1.4686223116803203
422,Group_0_Coint_4,Group_0_Coint_6,-2.1207609801373843
423,Group_0_Coint_6,Group_0_Coint_4,-2.1207609801373843
424,Group_0_Coint_4,Group_0_Coint_7,-1.6647373594048447
425,Group_0_Coint_7,Group_0_Coint_4,-1.6647373594048447
426,Group_0_Coint_4,Group_0_Coint_8,-2.4612783364733444
427,Group_0_Coint_8,Group_0_Coint_4,-2.4612783364733444
428,Group_0_Coint_4,Group_0_Coint_9,-3.149474471631522
429,Group_0_Coint_9,Group_0_Coint_4,-3.149474471631522
430,Group_0_Coint_4,Group_1_Coint_0,-1.6615863982735413
431,Group_1_Coint_0,Group_0_Coint_4,-1.6615863982735413
432,Group_0_Coint_4,Group_1_Coint_1,-1.6973950099217359
433,Group_1_Coint_1,Group_0_Coint_4,-1.6973950099217359
434,Group_0_Coint_4,Group_1_Coint_2,-2.013705810738597
435,Group_1_Coint_2,Group_0_Coint_4,-2.013705810738597
436,Group_0_Coint_4,Group_1_Coint_3,-1.7191253827823754
437,Group_1_Coint_3,Group_0_Coint_4,-1.7191253827823754
438,Group_0_Coint_4,Group_1_Coint_4,-1.7965165116555504
439,Group_1_Coint_4,Group_0_Coint_4,-1.7965165116555504
440,Group_0_Coint_4,Group_1_Coint_5,-1.8777597699884694
441,Group_1_Coint_5,Group_0_Coint_4,-1.8777597699884694
442,Group_0_Coint_4,Group_1_Coint_6,-1.6861730440544112
443,Group_1_Coint_6,Group_0_Coint_4,-1.6861730440544112
444,Group_0_Coint_4,Group_1_Coint_7,-1.9572747655106189
445,Group_1_Coint_7,Group_0_Coint_4,-1.9572747655106189
446,Group_0_Coint_4,Group_1_Coint_8,-1.7568704872923564
447,Group_1_Coint_8,Group_0_Coint_4,-1.7568704872923564
448,Group_0_Coint_4,Group_1_Coint_9,-1.8043875681657553
449,Group_1_Coint_9,Group_0_Coint_4,-1.8043875681657553
450,Group_0_Coint_4,Group_2_Coint_0,-1.6251476298324734
451,Group_2_Coint_0,Group_0_Coint_4,-1.6251476298324734
452,Group_0_Coint_4,Group_2_Coint_1,-1.4804247134312645
453,Group_2_Coint_1,Group_0_Coint_4,-1.4804247134312645
454,Group_0_Coint_4,Group_2_Coint_2,-1.4182279030069946
455,Group_2_Coint_2,Group_0_Coint_4,-1.4182279030069946
456,Group_0_Coint_4,Group_2_Coint_3,-1.5515160831345027
457,Group_2_Coint_3,Group_0_Coint_4,-1.5515160831345027
458,Group_0_Coint_4,Group_2_Coint_4,-1.8333562126426302
459,Group_2_Coint_4,Group_0_Coint_4,-1.8333562126426302
460,Group_0_Coint_4,Group_2_Coint_5,-1.5003977200726122
461,Group_2_Coint_5,Group_0_Coint_4,-1.5003977200726122
462,Group_0_Coint_4,Group_2_Coint_6,-1.4782120553613582
463,Group_2_Coint_6,Group_0_Coint_4,-1.4782120553613582
464,Group_0_Coint_4,Group_2_Coint_7,-1.539886281430069
465,Group_2_Coint_7,Group_0_Coint_4,-1.539886281430069
466,Group_0_Coint_4,Group_2_Coint_8,-1.5195965991716445
467,Group_2_Coint_8,Group_0_Coint_4,-1.5195965991716445
468,Group_0_Coint_4,Group_2_Coint_9,-1.352703556530272
469,Group_2_Coint_9,Group_0_Coint_4,-1.352703556530272
470,Group_0_Coint_4,Group_3_Coint_0,-1.6282062385131628
471,Group_3_Coint_0,Group_0_Coint_4,-1.6282062385131628
472,Group_0_Coint_4,Group_3_Coint_1,-1.635987882360965
473,Group_3_Coint_1,Group_0_Coint_4,-1.635987882360965
474,Group_0_Coint_4,Group_3_Coint_2,-1.6882107898044927
475,Group_3_Coint_2,Group_0_Coint_4,-1.6882107898044927
476,Group_0_Coint_4,Group_3_Coint_3,-1.6068976331769302
477,Group_3_Coint_3,Group_0_Coint_4,-1.6068976331769302
478,Group_0_Coint_4,Group_3_Coint_4,-1.7213461041959155
479,Group_3_Coint_4,Group_0_Coint_4,-1.7213461041959155
480,Group_0_Coint_4,Group_3_Coint_5,-1.6665625719940298
481,Group_3_Coint_5,Group_0_Coint_4,-1.6665625719940298
482,Group_0_Coint_4,Group_3_Coint_6,-1.702547406643381
483,Group_3_Coint_6,Group_0_Coint_4,-1.702547406643381
484,Group_0_Coint_4,Group_3_Coint_7,-1.8391673090056266
485,Group_3_Coint_7,Group_0_Coint_4,-1.8391673090056266
486,Group_0_Coint_4,Group_3_Coint_8,-1.790326087144747
487,Group_3_Coint_8,Group_0_Coint_4,-1.790326087144747
488,Group_0_Coint_4,Group_3_Coint_9,-1.5410498732042193
489,Group_3_Coint_9,Group_0_Coint_4,-1.5410498732042193
490,Group_0_Coint_4,Group_4_Coint_0,-2.883795214790462
491,Group_4_Coint_0,Group_0_Coint_4,-2.883795214790462
492,Group_0_Coint_4,Group_4_Coint_1,-2.921665110072955
493,Group_4_Coint_1,Group_0_Coint_4,-2.921665110072955
494,Group_0_Coint_4,Group_4_Coint_2,-2.9256197468332137
495,Group_4_Coint_2,Group_0_Coint_4,-2.9256197468332137
496,Group_0_Coint_4,Group_4_Coint_3,-2.8757028575887245
497,Group_4_Coint_3,Group_0_Coint_4,-2.8757028575887245
498,Group_0_Coint_4,Group_4_Coint_4,-2.8441421720114373
499,Group_4_Coint_4,Group_0_Coint_4,-2.8441421720114373
500,Group_0_Coint_4,Group_4_Coint_5,-2.862685889055308
501,Group_4_Coint_5,Group_0_Coint_4,-2.862685889055308
502,Group_0_Coint_4,Group_4_Coint_6,-2.8609933339074174
503,Group_4_Coint_6,Group_0_Coint_4,-2.8609933339074174
504,Group_0_Coint_4,Group_4_Coint_7,-2.879265959630844
505,Group_4_Coint_7,Group_0_Coint_4,-2.879265959630844
506,Group_0_Coint_4,Group_4_Coint_8,-2.876275381358178
507,Group_4_Coint_8,Group_0_Coint_4,-2.876275381358178
508,Group_0_Coint_4,Group_4_Coint_9,-2.900305079655784
509,Group_4_Coint_9,Group_0_Coint_4,-2.900305079655784
510,Group_0_Coint_4,Indep_0,-3.139306109936879
511,Indep_0,Group_0_Coint_4,-3.139306109936879
512,Group_0_Coint_4,Indep_1,-2.442535170168119
513,Indep_1,Group_0_Coint_4,-2.442535170168119
514,Group_0_Coint_4,Indep_2,-1.831064192389195
515,Indep_2,Group_0_Coint_4,-1.831064192389195
516,Group_0_Coint_4,Indep_3,-1.7175187584344558
517,Indep_3,Group_0_Coint_4,-1.7175187584344558
518,Group_0_Coint_4,Indep_4,-1.4045963749990442
519,Indep_4,Group_0_Coint_4,-1.4045963749990442
520,Group_0_Coint_5,Group_0_Coint_6,-2.66029113637652
521,Group_0_Coint_6,Group_0_Coint_5,-2.66029113637652
522,Group_0_Coint_5,Group_0_Coint_7,-3.625858733481995
523,Group_0_Coint_7,Group_0_Coint_5,-3.625858733481995
524,Group_0_Coint_5,Group_0_Coint_8,-1.5708258529838308
525,Group_0_Coint_8,Group_0_Coint_5,-1.5708258529838308
526,Group_0_Coint_5,Group_0_Coint_9,-1.4180971058575358
527,Group_0_Coint_9,Group_0_Coint_5,-1.4180971058575358
528,Group_0_Coint_5,Group_1_Coint_0,-1.7797349248002143
529,Group_1_Coint_0,Group_0_Coint_5,-1.7797349248002143
530,Group_0_Coint_5,Group_1_Coint_1,-1.8114268476261406
531,Group_1_Coint_1,Group_0_Coint_5,-1.8114268476261406
532,Group_0_Coint_5,Group_1_Coint_2,-2.120352623079624
533,Group_1_Coint_2,Group_0_Coint_5,-2.120352623079624
534,Group_0_Coint_5,Group_1_Coint_3,-1.8304803486614287
535,Group_1_Coint_3,Group_0_Coint_5,-1.8304803486614287
536,Group_0_Coint_5,Group_1_Coint_4,-1.9081983488862302
537,Group_1_Coint_4,Group_0_Coint_5,-1.9081983488862302
538,Group_0_Coint_5,Group_1_Coint_5,-1.9930642097403253
539,Group_1_Coint_5,Group_0_Coint_5,-1.9930642097403253
540,Group_0_Coint_5,Group_1_Coint_6,-1.798751915607423
541,Group_1_Coint_6,Group_0_Coint_5,-1.798751915607423
542,Group_0_Coint_5,Group_1_Coint_7,-2.08620338032432
543,Group_1_Coint_7,Group_0_Coint_5,-2.08620338032432
544,Group_0_Coint_5,Group_1_Coint_8,-1.8724026903544297
545,Group_1_Coint_8,Group_0_Coint_5,-1.8724026903544297
546,Group_0_Coint_5,Group_1_Coint_9,-1.9171134581177156
547,Group_1_Coint_9,Group_0_Coint_5,-1.9171134581177156
548,Group_0_Coint_5,Group_2_Coint_0,-1.6104045153687436
549,Group_2_Coint_0,Group_0_Coint_5,-1.6104045153687436
550,Group_0_Coint_5,Group_2_Coint_1,-1.4832881831392344
551,Group_2_Coint_1,Group_0_Coint_5,-1.4832881831392344
552,Group_0_Coint_5,Group_2_Coint_2,-1.426099780306797
553,Group_2_Coint_2,Group_0_Coint_5,-1.426099780306797
554,Group_0_Coint_5,Group_2_Coint_3,-1.5474808241540399
555,Group_2_Coint_3,Group_0_Coint_5,-1.5474808241540399
556,Group_0_Coint_5,Group_2_Coint_4,-1.8082044184431827
557,Group_2_Coint_4,Group_0_Coint_5,-1.8082044184431827
558,Group_0_Coint_5,Group_2_Coint_5,-1.4990875950695386
559,Group_2_Coint_5,Group_0_Coint_5,-1.4990875950695386
560,Group_0_Coint_5,Group_2_Coint_6,-1.4781518769651307
561,Group_2_Coint_6,Group_0_Coint_5,-1.4781518769651307
562,Group_0_Coint_5,Group_2_Coint_7,-1.533436453688044
563,Group_2_Coint_7,Group_0_Coint_5,-1.533436453688044
564,Group_0_Coint_5,Group_2_Coint_8,-1.5154459264293068
565,Group_2_Coint_8,Group_0_Coint_5,-1.5154459264293068
566,Group_0_Coint_5,Group_2_Coint_9,-1.3725459445831498
567,Group_2_Coint_9,Group_0_Coint_5,-1.3725459445831498
568,Group_0_Coint_5,Group_3_Coint_0,-1.7233745389000292
569,Group_3_Coint_0,Group_0_Coint_5,-1.7233745389000292
570,Group_0_Coint_5,Group_3_Coint_1,-1.7309132857578398
571,Group_3_Coint_1,Group_0_Coint_5,-1.7309132857578398
572,Group_0_Coint_5,Group_3_Coint_2,-1.7836691833690637
573,Group_3_Coint_2,Group_0_Coint_5,-1.7836691833690637
574,Group_0_Coint_5,Group_3_Coint_3,-1.6999778726183596
575,Group_3_Coint_3,Group_0_Coint_5,-1.6999778726183596
576,Group_0_Coint_5,Group_3_Coint_4,-1.8211662853284294
577,Group_3_Coint_4,Group_0_Coint_5,-1.8211662853284294
578,Group_0_Coint_5,Group_3_Coint_5,-1.7634603770170483
579,Group_3_Coint_5,Group_0_Coint_5,-1.7634603770170483
580,Group_0_Coint_5,Group_3_Coint_6,-1.7997638674480523
581,Group_3_Coint_6,Group_0_Coint_5,-1.7997638674480523
582,Group_0_Coint_5,Group_3_Coint_7,-1.9457716911842846
583,Group_3_Coint_7,Group_0_Coint_5,-1.9457716911842846
584,Group_0_Coint_5,Group_3_Coint_8,-1.891407668951909
585,Group_3_Coint_8,Group_0_Coint_5,-1.891407668951909
586,Group_0_Coint_5,Group_3_Coint_9,-1.625906923448201
587,Group_3_Coint_9,Group_0_Coint_5,-1.625906923448201
588,Group_0_Coint_5,Group_4_Coint_0,-2.8155363396081237
589,Group_4_Coint_0,Group_0_Coint_5,-2.8155363396081237
590,Group_0_Coint_5,Group_4_Coint_1,-2.8584247559478158
591,Group_4_Coint_1,Group_0_Coint_5,-2.8584247559478158
592,Group_0_Coint_5,Group_4_Coint_2,-2.8556223256253976
593,Group_4_Coint_2,Group_0_Coint_5,-2.8556223256253976
594,Group_0_Coint_5,Group_4_Coint_3,-2.8142215238849952
595,Group_4_Coint_3,Group_0_Coint_5,-2.8142215238849952
596,Group_0_Coint_5,Group_4_Coint_4,-2.7759578856104987
597,Group_4_Coint_4,Group_0_Coint_5,-2.7759578856104987
598,Group_0_Coint_5,Group_4_Coint_5,-2.805740931565101
599,Group_4_Coint_5,Group_0_Coint_5,-2.805740931565101
600,Group_0_Coint_5,Group_4_Coint_6,-2.795568255793672
601,Group_4_Coint_6,Group_0_Coint_5,-2.795568255793672
602,Group_0_Coint_5,Group_4_Coint_7,-2.8174390338866404
603,Group_4_Coint_7,Group_0_Coint_5,-2.8174390338866404
604,Group_0_Coint_5,Group_4_Coint_8,-2.8073539707061226
605,Group_4_Coint_8,Group_0_Coint_5,-2.8073539707061226
606,Group_0_Coint_5,Group_4_Coint_9,-2.842732301723723
607,Group_4_Coint_9,Group_0_Coint_5,-2.842732301723723
608,Group_0_Coint_5,Indep_0,-3.2313700118297595
609,Indep_0,Group_0_Coint_5,-3.2313700118297595
610,Group_0_Coint_5,Indep_1,-2.588694427043352
611,Indep_1,Group_0_Coint_5,-2.588694427043352
612,Group_0_Coint_5,Indep_2,-1.8431362937426312
613,Indep_2,Group_0_Coint_5,-1.8431362937426312
614,Group_0_Coint_5,Indep_3,-1.8079800757319702
615,Indep_3,Group_0_Coint_5,-1.8079800757319702
616,Group_0_Coint_5,Indep_4,-1.2563795613843072
617,Indep_4,Group_0_Coint_5,-1.2563795613843072
618,Group_0_Coint_6,Group_0_Coint_7,-2.4654823102022614
619,Group_0_Coint_7,Group_0_Coint_6,-2.4654823102022614
620,Group_0_Coint_6,Group_0_Coint_8,-2.131612115351023
621,Group_0_Coint_8,Group_0_Coint_6,-2.131612115351023
622,Group_0_Coint_6,Group_0_Coint_9,-1.4774603608360095
623,Group_0_Coint_9,Group_0_Coint_6,-1.4774603608360095
624,Group_0_Coint_6,Group_1_Coint_0,-1.637516855567721
625,Group_1_Coint_0,Group_0_Coint_6,-1.637516855567721
626,Group_0_Coint_6,Group_1_Coint_1,-1.6715167620491378
627,Group_1_Coint_1,Group_0_Coint_6,-1.6715167620491378
628,Group_0_Coint_6,Group_1_Coint_2,-1.9987094243182175
629,Group_1_Coint_2,Group_0_Coint_6,-1.9987094243182175
630,Group_0_Coint_6,Group_1_Coint_3,-1.6908821560038927
631,Group_1_Coint_3,Group_0_Coint_6,-1.6908821560038927
632,Group_0_Coint_6,Group_1_Coint_4,-1.7748370189239562
633,Group_1_Coint_4,Group_0_Coint_6,-1.7748370189239562
634,Group_0_Coint_6,Group_1_Coint_5,-1.8548423047882678
635,Group_1_Coint_5,Group_0_Coint_6,-1.8548423047882678
636,Group_0_Coint_6,Group_1_Coint_6,-1.661242542639325
637,Group_1_Coint_6,Group_0_Coint_6,-1.661242542639325
638,Group_0_Coint_6,Group_1_Coint_7,-1.9433016723988945
639,Group_1_Coint_7,Group_0_Coint_6,-1.9433016723988945
640,Group_0_Coint_6,Group_1_Coint_8,-1.7379541829440577
641,Group_1_Coint_8,Group_0_Coint_6,-1.7379541829440577
642,Group_0_Coint_6,Group_1_Coint_9,-1.787612856913653
643,Group_1_Coint_9,Group_0_Coint_6,-1.787612856913653
644,Group_0_Coint_6,Group_2_Coint_0,-1.53534899262042
645,Group_2_Coint_0,Group_0_Coint_6,-1.53534899262042
646,Group_0_Coint_6,Group_2_Coint_1,-1.4002859050144936
647,Group_2_Coint_1,Group_0_Coint_6,-1.4002859050144936
648,Group_0_Coint_6,Group_2_Coint_2,-1.350479684676868
649,Group_2_Coint_2,Group_0_Coint_6,-1.350479684676868
650,Group_0_Coint_6,Group_2_Coint_3,-1.4648723856171224
651,Group_2_Coint_3,Group_0_Coint_6,-1.4648723856171224
652,Group_0_Coint_6,Group_2_Coint_4,-1.7352088149306928
653,Group_2_Coint_4,Group_0_Coint_6,-1.7352088149306928
654,Group_0_Coint_6,Group_2_Coint_5,-1.42056471155483
655,Group_2_Coint_5,Group_0_Coint_6,-1.42056471155483
656,Group_0_Coint_6,Group_2_Coint_6,-1.3981774768383037
657,Group_2_Coint_6,Group_0_Coint_6,-1.3981774768383037
658,Group_0_Coint_6,Group_2_Coint_7,-1.4557689536913268
659,Group_2_Coint_7,Group_0_Coint_6,-1.4557689536913268
660,Group_0_Coint_6,Group_2_Coint_8,-1.4356906940193532
661,Group_2_Coint_8,Group_0_Coint_6,-1.4356906940193532
662,Group_0_Coint_6,Group_2_Coint_9,-1.301148607682404
663,Group_2_Coint_9,Group_0_Coint_6,-1.301148607682404
664,Group_0_Coint_6,Group_3_Coint_0,-1.6346397260413992
665,Group_3_Coint_0,Group_0_Coint_6,-1.6346397260413992
666,Group_0_Coint_6,Group_3_Coint_1,-1.6443129798137648
667,Group_3_Coint_1,Group_0_Coint_6,-1.6443129798137648
668,Group_0_Coint_6,Group_3_Coint_2,-1.700849342360288
669,Group_3_Coint_2,Group_0_Coint_6,-1.700849342360288
670,Group_0_Coint_6,Group_3_Coint_3,-1.6127581067486123
671,Group_3_Coint_3,Group_0_Coint_6,-1.6127581067486123
672,Group_0_Coint_6,Group_3_Coint_4,-1.737613496997006
673,Group_3_Coint_4,Group_0_Coint_6,-1.737613496997006
674,Group_0_Coint_6,Group_3_Coint_5,-1.6799036414811006
675,Group_3_Coint_5,Group_0_Coint_6,-1.6799036414811006
676,Group_0_Coint_6,Group_3_Coint_6,-1.7183549438317371
677,Group_3_Coint_6,Group_0_Coint_6,-1.7183549438317371
678,Group_0_Coint_6,Group_3_Coint_7,-1.8654450723194107
679,Group_3_Coint_7,Group_0_Coint_6,-1.8654450723194107
680,Group_0_Coint_6,Group_3_Coint_8,-1.8128523537465213
681,Group_3_Coint_8,Group_0_Coint_6,-1.8128523537465213
682,Group_0_Coint_6,Group_3_Coint_9,-1.543597580196582
683,Group_3_Coint_9,Group_0_Coint_6,-1.543597580196582
684,Group_0_Coint_6,Group_4_Coint_0,-2.8553457057006773
685,Group_4_Coint_0,Group_0_Coint_6,-2.8553457057006773
686,Group_0_Coint_6,Group_4_Coint_1,-2.89716257844461
687,Group_4_Coint_1,Group_0_Coint_6,-2.89716257844461
688,Group_0_Coint_6,Group_4_Coint_2,-2.8951345408666778
689,Group_4_Coint_2,Group_0_Coint_6,-2.8951345408666778
690,Group_0_Coint_6,Group_4_Coint_3,-2.849264018155836
691,Group_4_Coint_3,Group_0_Coint_6,-2.849264018155836
692,Group_0_Coint_6,Group_4_Coint_4,-2.805958739329931
693,Group_4_Coint_4,Group_0_Coint_6,-2.805958739329931
694,Group_0_Coint_6,Group_4_Coint_5,-2.8378482152102715
695,Group_4_Coint_5,Group_0_Coint_6,-2.8378482152102715
696,Group_0_Coint_6,Group_4_Coint_6,-2.829232579598988
697,Group_4_Coint_6,Group_0_Coint_6,-2.829232579598988
698,Group_0_Coint_6,Group_4_Coint_7,-2.8519298235689035
699,Group_4_Coint_7,Group_0_Coint_6,-2.8519298235689035
700,Group_0_Coint_6,Group_4_Coint_8,-2.842214805079434
701,Group_4_Coint_8,Group_0_Coint_6,-2.842214805079434
702,Group_0_Coint_6,Group_4_Coint_9,-2.8833397509894927
703,Group_4_Coint_9,Group_0_Coint_6,-2.8833397509894927
704,Group_0_Coint_6,Indep_0,-3.0692605883231177
705,Indep_0,Group_0_Coint_6,-3.0692605883231177
706,Group_0_Coint_6,Indep_1,-2.560271550950346
707,Indep_1,Group_0_Coint_6,-2.560271550950346
708,Group_0_Coint_6,Indep_2,-1.856234465942529
709,Indep_2,Group_0_Coint_6,-1.856234465942529
710,Group_0_Coint_6,Indep_3,-1.7239987149905416
711,Indep_3,Group_0_Coint_6,-1.7239987149905416
712,Group_0_Coint_6,Indep_4,-1.3589856049598341
713,Indep_4,Group_0_Coint_6,-1.3589856049598341
714,Group_0_Coint_7,Group_0_Coint_8,-1.9382181260666953
715,Group_0_Coint_8,Group_0_Coint_7,-1.9382181260666953
716,Group_0_Coint_7,Group_0_Coint_9,-1.6987411168718662
717,Group_0_Coint_9,Group_0_Coint_7,-1.6987411168718662
718,Group_0_Coint_7,Group_1_Coint_0,-1.8408429489774665
719,Group_1_Coint_0,Group_0_Coint_7,-1.8408429489774665
720,Group_0_Coint_7,Group_1_Coint_1,-1.8731415118111305
721,Group_1_Coint_1,Group_0_Coint_7,-1.8731415118111305
722,Group_0_Coint_7,Group_1_Coint_2,-2.193862286837127
723,Group_1_Coint_2,Group_0_Coint_7,-2.193862286837127
724,Group_0_Coint_7,Group_1_Coint_3,-1.8944794535080751
725,Group_1_Coint_3,Group_0_Coint_7,-1.8944794535080751
726,Group_0_Coint_7,Group_1_Coint_4,-1.9738337561140273
727,Group_1_Coint_4,Group_0_Coint_7,-1.9738337561140273
728,Group_0_Coint_7,Group_1_Coint_5,-2.059624621138017
729,Group_1_Coint_5,Group_0_Coint_7,-2.059624621138017
730,Group_0_Coint_7,Group_1_Coint_6,-1.8614543750616204
731,Group_1_Coint_6,Group_0_Coint_7,-1.8614543750616204
732,Group_0_Coint_7,Group_1_Coint_7,-2.150283528094331
733,Group_1_Coint_7,Group_0_Coint_7,-2.150283528094331
734,Group_0_Coint_7,Group_1_Coint_8,-1.9362483848302714
735,Group_1_Coint_8,Group_0_Coint_7,-1.9362483848302714
736,Group_0_Coint_7,Group_1_Coint_9,-1.9828731007303204
737,Group_1_Coint_9,Group_0_Coint_7,-1.9828731007303204
738,Group_0_Coint_7,Group_2_Coint_0,-1.6614921120762174
739,Group_2_Coint_0,Group_0_Coint_7,-1.6614921120762174
740,Group_0_Coint_7,Group_2_Coint_1,-1.5364327222037963
741,Group_2_Coint_1,Group_0_Coint_7,-1.5364327222037963
742,Group_0_Coint_7,Group_2_Coint_2,-1.4909175927361638
743,Group_2_Coint_2,Group_0_Coint_7,-1.4909175927361638
744,Group_0_Coint_7,Group_2_Coint_3,-1.597315643185469
745,Group_2_Coint_3,Group_0_Coint_7,-1.597315643185469
746,Group_0_Coint_7,Group_2_Coint_4,-1.846940896145225
747,Group_2_Coint_4,Group_0_Coint_7,-1.846940896145225
748,Group_0_Coint_7,Group_2_Coint_5,-1.5559703366824906
749,Group_2_Coint_5,Group_0_Coint_7,-1.5559703366824906
750,Group_0_Coint_7,Group_2_Coint_6,-1.537245988247731
751,Group_2_Coint_6,Group_0_Coint_7,-1.537245988247731
752,Group_0_Coint_7,Group_2_Coint_7,-1.5870041836456024
753,Group_2_Coint_7,Group_0_Coint_7,-1.5870041836456024
754,Group_0_Coint_7,Group_2_Coint_8,-1.571441819848862
755,Group_2_Coint_8,Group_0_Coint_7,-1.571441819848862
756,Group_0_Coint_7,Group_2_Coint_9,-1.4429200815357777
757,Group_2_Coint_9,Group_0_Coint_7,-1.4429200815357777
758,Group_0_Coint_7,Group_3_Coint_0,-1.7224979428196545
759,Group_3_Coint_0,Group_0_Coint_7,-1.7224979428196545
760,Group_0_Coint_7,Group_3_Coint_1,-1.77251155669575
761,Group_3_Coint_1,Group_0_Coint_7,-1.77251155669575
762,Group_0_Coint_7,Group_3_Coint_2,-1.8274193579512261
763,Group_3_Coint_2,Group_0_Coint_7,-1.8274193579512261
764,Group_0_Coint_7,Group_3_Coint_3,-1.7447201432883097
765,Group_3_Coint_3,Group_0_Coint_7,-1.7447201432883097
766,Group_0_Coint_7,Group_3_Coint_4,-1.8630578907245103
767,Group_3_Coint_4,Group_0_Coint_7,-1.8630578907245103
768,Group_0_Coint_7,Group_3_Coint_5,-1.807362639038422
769,Group_3_Coint_5,Group_0_Coint_7,-1.807362639038422
770,Group_0_Coint_7,Group_3_Coint_6,-1.8430608282640595
771,Group_3_Coint_6,Group_0_Coint_7,-1.8430608282640595
772,Group_0_Coint_7,Group_3_Coint_7,-1.9859587389440538
773,Group_3_Coint_7,Group_0_Coint_7,-1.9859587389440538
774,Group_0_Coint_7,Group_3_Coint_8,-1.9324467993766383
775,Group_3_Coint_8,Group_0_Coint_7,-1.9324467993766383
776,Group_0_Coint_7,Group_3_Coint_9,-1.6760201083994606
777,Group_3_Coint_9,Group_0_Coint_7,-1.6760201083994606
778,Group_0_Coint_7,Group_4_Coint_0,-2.9461242101421234
779,Group_4_Coint_0,Group_0_Coint_7,-2.9461242101421234
780,Group_0_Coint_7,Group_4_Coint_1,-2.9934721060053886
781,Group_4_Coint_1,Group_0_Coint_7,-2.9934721060053886
782,Group_0_Coint_7,Group_4_Coint_2,-2.9898366432350447
783,Group_4_Coint_2,Group_0_Coint_7,-2.9898366432350447
784,Group_0_Coint_7,Group_4_Coint_3,-2.9444785265990534
785,Group_4_Coint_3,Group_0_Coint_7,-2.9444785265990534
786,Group_0_Coint_7,Group_4_Coint_4,-2.9054900071675203
787,Group_4_Coint_4,Group_0_Coint_7,-2.9054900071675203
788,Group_0_Coint_7,Group_4_Coint_5,-2.93640632346619
789,Group_4_Coint_5,Group_0_Coint_7,-2.93640632346619
790,Group_0_Coint_7,Group_4_Coint_6,-2.924359863611217
791,Group_4_Coint_6,Group_0_Coint_7,-2.924359863611217
792,Group_0_Coint_7,Group_4_Coint_7,-2.947705917765958
793,Group_4_Coint_7,Group_0_Coint_7,-2.947705917765958
794,Group_0_Coint_7,Group_4_Coint_8,-2.9425685712825844
795,Group_4_Coint_8,Group_0_Coint_7,-2.9425685712825844
796,Group_0_Coint_7,Group_4_Coint_9,-2.9723685994943576
797,Group_4_Coint_9,Group_0_Coint_7,-2.9723685994943576
798,Group_0_Coint_7,Indep_0,-3.206784661287908
799,Indep_0,Group_0_Coint_7,-3.206784661287908
800,Group_0_Coint_7,Indep_1,-2.6811712339288714
801,Indep_1,Group_0_Coint_7,-2.6811712339288714
802,Group_0_Coint_7,Indep_2,-1.9148399303804569
803,Indep_2,Group_0_Coint_7,-1.9148399303804569
804,Group_0_Coint_7,Indep_3,-1.8393739189513307
805,Indep_3,Group_0_Coint_7,-1.8393739189513307
806,Group_0_Coint_7,Indep_4,-1.4917429666035527
807,Indep_4,Group_0_Coint_7,-1.4917429666035527
808,Group_0_Coint_8,Group_0_Coint_9,-3.6378775992189505
809,Group_0_Coint_9,Group_0_Coint_8,-3.6378775992189505
810,Group_0_Coint_8,Group_1_Coint_0,-1.6879210104608438
811,Group_1_Coint_0,Group_0_Coint_8,-1.6879210104608438
812,Group_0_Coint_8,Group_1_Coint_1,-1.727982861044704
813,Group_1_Coint_1,Group_0_Coint_8,-1.727982861044704
814,Group_0_Coint_8,Group_1_Coint_2,-2.0552091737357
815,Group_1_Coint_2,Group_0_Coint_8,-2.0552091737357
816,Group_0_Coint_8,Group_1_Coint_3,-1.7485966974249045
817,Group_1_Coint_3,Group_0_Coint_8,-1.7485966974249045
818,Group_0_Coint_8,Group_1_Coint_4,-1.8264246999251474
819,Group_1_Coint_4,Group_0_Coint_8,-1.8264246999251474
820,Group_0_Coint_8,Group_1_Coint_5,-1.9122748845854989
821,Group_1_Coint_5,Group_0_Coint_8,-1.9122748845854989
822,Group_0_Coint_8,Group_1_Coint_6,-1.713785765980424
823,Group_1_Coint_6,Group_0_Coint_8,-1.713785765980424
824,Group_0_Coint_8,Group_1_Coint_7,-1.9936060926569321
825,Group_1_Coint_7,Group_0_Coint_8,-1.9936060926569321
826,Group_0_Coint_8,Group_1_Coint_8,-1.790745929759371
827,Group_1_Coint_8,Group_0_Coint_8,-1.790745929759371
828,Group_0_Coint_8,Group_1_Coint_9,-1.8387923766824514
829,Group_1_Coint_9,Group_0_Coint_8,-1.8387923766824514
830,Group_0_Coint_8,Group_2_Coint_0,-1.5923100105350458
831,Group_2_Coint_0,Group_0_Coint_8,-1.5923100105350458
832,Group_0_Coint_8,Group_2_Coint_1,-1.4532991602330254
833,Group_2_Coint_1,Group_0_Coint_8,-1.4532991602330254
834,Group_0_Coint_8,Group_2_Coint_2,-1.3998850176381057
835,Group_2_Coint_2,Group_0_Coint_8,-1.3998850176381057
836,Group_0_Coint_8,Group_2_Coint_3,-1.5198961259262531
837,Group_2_Coint_3,Group_0_Coint_8,-1.5198961259262531
838,Group_0_Coint_8,Group_2_Coint_4,-1.7934466233135382
839,Group_2_Coint_4,Group_0_Coint_8,-1.7934466233135382
